key	category	source	built-in-simplified	runtime-target
gem.AxeThrow Gem.description	Gems	A sparkling gem that holds the memories of an old Berserker. When embedded into an artifact, the user's Axe Throw is improved.	一颗闪耀的宝石，封存着一位昔日 Berserker 的记忆。嵌入神器后，使用者的 Axe Throw 将获得强化。	一颗闪耀的宝石，封存着一位昔日狂战士的记忆。嵌入神器后，使用者的飞斧将获得强化。
gem.AxeThrow Gem.name	Gems	Axe Throw Gem		飞斧宝石
gem.AxeVortex Gem.affix	Gems	Vortex Slash		旋风斩
gem.AxeVortex Gem.description	Gems	A sparkling gem that holds the memories of an old Warrior. When embedded into an artifact, the user's Vortex Slash is improved.	一颗闪耀的宝石，封存着一位昔日 Warrior 的记忆。嵌入神器后，使用者的 Vortex Slash 将获得强化。	一颗闪耀的宝石，封存着一位昔日战士的记忆。嵌入神器后，使用者的旋风斩将获得强化。
gem.AxeVortex Gem.name	Gems	Vortex Slash Gem		旋风斩宝石
gem.Bash Gem.affix	Gems	Bash		猛击
gem.Bash Gem.description	Gems	A sparkling gem that holds the memories of an old Warrior. When embedded into an artifact, the user's Bash is improved.	一颗闪耀的宝石，封存着一位昔日 Warrior 的记忆。嵌入神器后，使用者的 Bash 将获得强化。	一颗闪耀的宝石，封存着一位昔日战士的记忆。嵌入神器后，使用者的猛击将获得强化。
gem.Bash Gem.name	Gems	Bash Gem		猛击宝石
gem.BladeDance Gem.affix	Gems	Blade Dance		刃舞
gem.BladeDance Gem.description	Gems	A sparkling gem that holds the memories of an old Rogue. When embedded into an artifact, the user's Blade Dance is improved.	一颗闪耀的宝石，封存着一位昔日 Rogue 的记忆。嵌入神器后，使用者的 Blade Dance 将获得强化。	一颗闪耀的宝石，封存着一位昔日盗贼的记忆。嵌入神器后，使用者的刃舞将获得强化。
gem.BladeDance Gem.name	Gems	Blade Dance Gem		刃舞宝石
gem.BoneSpear Gem.affix	Gems	Bone Spear		骨矛
gem.BoneSpear Gem.description	Gems	A sparkling gem that holds the memories of an old Necromancer. When embedded into an artifact, the user's Bone Spear is improved.	一颗闪耀的宝石，封存着一位昔日 Necromancer 的记忆。嵌入神器后，使用者的 Bone Spear 将获得强化。	一颗闪耀的宝石，封存着一位昔日死灵法师的记忆。嵌入神器后，使用者的骨矛将获得强化。
gem.BoneSpear Gem.name	Gems	Bone Spear Gem		骨矛宝石
gem.BoneSpikes Gem.affix	Gems	Bone Spikes		骨刺
gem.BoneSpikes Gem.description	Gems	A sparkling gem that holds the memories of an old Necromancer. When embedded into an artifact, the user's Bone Spikes is improved.	一颗闪耀的宝石，封存着一位昔日 Necromancer 的记忆。嵌入神器后，使用者的 Bone Spikes 将获得强化。	一颗闪耀的宝石，封存着一位昔日死灵法师的记忆。嵌入神器后，使用者的骨刺将获得强化。
gem.BoneSpikes Gem.name	Gems	Bone Spikes Gem		骨刺宝石
gem.CastSpd Gem.affix	Gems	Focus		专注
gem.CastSpd Gem.description	Gems	An ancient gem that radiates the essence of a legendary being. When embedded into an artifact the user casts with greater speed.	一颗古老的宝石，散发着传奇存在的精粹。嵌入神器后，使用者的施法速度将得到提升。	一颗古老的宝石，散发着传奇存在的精粹。嵌入神器后，使用者的施法速度将得到提升。
gem.CastSpd Gem.name	Gems	Focus Gem		专注宝石
gem.ChainLightning Gem.affix	Gems	Chain Lightning		连锁闪电
gem.ChainLightning Gem.description	Gems	A sparkling gem that holds the memories of an old Wizard. When embedded into an artifact, the user's Chain Lightning is improved.	一颗闪耀的宝石，封存着一位昔日 Wizard 的记忆。嵌入神器后，使用者的 Chain Lightning 将获得强化。	一颗闪耀的宝石，封存着一位昔日巫师的记忆。嵌入神器后，使用者的连锁闪电将获得强化。
gem.ChainLightning Gem.name	Gems	Chain Lightning Gem		连锁闪电宝石
gem.ConsecratedGround Gem.affix	Gems	Consecrated Ground		祝圣之地
gem.ConsecratedGround Gem.description	Gems	A sparkling gem that holds the memories of an old Paladin. When embedded into an artifact, the user's Consecrated Ground is improved.	一颗闪耀的宝石，封存着一位昔日 Paladin 的记忆。嵌入神器后，使用者的 Consecrated Ground 将获得强化。	一颗闪耀的宝石，封存着一位昔日圣骑士的记忆。嵌入神器后，使用者的祝圣之地将获得强化。
gem.ConsecratedGround Gem.name	Gems	Consecrated Ground Gem		祝圣之地宝石
gem.Consecration Gem.affix	Gems	Consecration		奉献
gem.Consecration Gem.description	Gems	A sparkling gem that holds the memories of an old Paladin. When embedded into an artifact, the user's Consecration is improved.	一颗闪耀的宝石，封存着一位昔日 Paladin 的记忆。嵌入神器后，使用者的 Consecration 将获得强化。	一颗闪耀的宝石，封存着一位昔日圣骑士的记忆。嵌入神器后，使用者的奉献将获得强化。
gem.Consecration Gem.name	Gems	Consecration Gem		奉献宝石
gem.CorpseExplosionEnemy Gem.affix	Gems	Corpse Explosion		尸体爆炸
gem.CorpseExplosionEnemy Gem.description	Gems	A sparkling gem that holds the memories of an old Necromancer. When embedded into an artifact, the user's Corpse Explosion is improved.	一颗闪耀的宝石，封存着一位昔日 Necromancer 的记忆。嵌入神器后，使用者的 Corpse Explosion 将获得强化。	一颗闪耀的宝石，封存着一位昔日死灵法师的记忆。嵌入神器后，使用者的尸体爆炸将获得强化。
gem.CorpseExplosionEnemy Gem.name	Gems	Corpse Explosion Gem		尸体爆炸宝石
gem.CounterSlash Gem.affix	Gems	Counter Slash		反击斩
gem.CounterSlash Gem.description	Gems	A sparkling gem that holds the memories of an old Knight. When embedded into an artifact, the user's Counter Slash is improved.	一颗闪耀的宝石，封存着一位昔日 Knight 的记忆。嵌入神器后，使用者的 Counter Slash 将获得强化。	一颗闪耀的宝石，封存着一位昔日骑士的记忆。嵌入神器后，使用者的反击斩将获得强化。
gem.CounterSlash Gem.name	Gems	Counter Slash Gem		反击斩宝石
gem.CritDamage Gem.affix	Gems	Razor		利刃
gem.CritDamage Gem.description	Gems	An ancient gem that radiates the essence of a legendary being. When embedded into an artifact the user lands deadlier critical hits.	一颗古老的宝石，散发着传奇存在的精粹。嵌入神器后，使用者的暴击将造成更高伤害。	一颗古老的宝石，散发着传奇存在的精粹。嵌入神器后，使用者的暴击将造成更高伤害。
gem.CritDamage Gem.name	Gems	Razor Gem		利刃宝石
gem.Cyclone Gem.affix	Gems	Cyclone		旋风
gem.Cyclone Gem.description	Gems	A sparkling gem that holds the memories of an old Berserker. When embedded into an artifact, the user's Cyclone is improved.	一颗闪耀的宝石，封存着一位昔日 Berserker 的记忆。嵌入神器后，使用者的 Cyclone 将获得强化。	一颗闪耀的宝石，封存着一位昔日狂战士的记忆。嵌入神器后，使用者的旋风将获得强化。
gem.Cyclone Gem.name	Gems	Cyclone Gem		旋风宝石
gem.Damnation Gem.affix	Gems	Damnation		天谴
gem.Damnation Gem.description	Gems	A sparkling gem that holds the memories of an old Priest. When embedded into an artifact, the user's Damnation is improved.	一颗闪耀的宝石，封存着一位昔日 Priest 的记忆。嵌入神器后，使用者的 Damnation 将获得强化。	一颗闪耀的宝石，封存着一位昔日牧师的记忆。嵌入神器后，使用者的天谴将获得强化。
gem.Damnation Gem.name	Gems	Damnation Gem		天谴宝石
gem.Dark Exorcism Gem.affix	Gems	Dark Exorcism		暗影驱邪
gem.Dark Exorcism Gem.description	Gems	A sparkling gem that holds the memories of an old Summoner. When embedded into an artifact, the user's Dark Exorcism is improved.	一颗闪耀的宝石，封存着一位昔日 Summoner 的记忆。嵌入神器后，使用者的 Dark Exorcism 将获得强化。	一颗闪耀的宝石，封存着一位昔日召唤师的记忆。嵌入神器后，使用者的暗影驱邪将获得强化。
gem.Dark Exorcism Gem.name	Gems	Dark Exorcism Gem		暗影驱邪宝石
gem.DarkClaw Gem.affix	Gems	Dark Claw		暗影之爪
gem.DarkClaw Gem.description	Gems	A sparkling gem that holds the memories of an old Berserker. When embedded into an artifact, the user's Dark Claw is improved.	一颗闪耀的宝石，封存着一位昔日 Berserker 的记忆。嵌入神器后，使用者的 Dark Claw 将获得强化。	一颗闪耀的宝石，封存着一位昔日狂战士的记忆。嵌入神器后，使用者的暗影之爪将获得强化。
gem.DarkClaw Gem.name	Gems	Dark Claw Gem		暗影之爪宝石
gem.DeathCoilEnemy Gem.affix	Gems	Death Coil		死亡缠绕
gem.DeathCoilEnemy Gem.description	Gems	A sparkling gem that holds the memories of an old Necromancer. When embedded into an artifact, the user's Death Coil is improved.	一颗闪耀的宝石，封存着一位昔日 Necromancer 的记忆。嵌入神器后，使用者的 Death Coil 将获得强化。	一颗闪耀的宝石，封存着一位昔日死灵法师的记忆。嵌入神器后，使用者的死亡缠绕将获得强化。
gem.DeathCoilEnemy Gem.name	Gems	Death Coil Gem		死亡缠绕宝石
gem.DeathCoilSummon Gem.affix	Gems	Death Coil		死亡缠绕
gem.DeathCoilSummon Gem.description	Gems	A sparkling gem that holds the memories of an old Necromancer. When embedded into an artifact, the user's Death Coil is improved.	一颗闪耀的宝石，封存着一位昔日 Necromancer 的记忆。嵌入神器后，使用者的 Death Coil 将获得强化。	一颗闪耀的宝石，封存着一位昔日死灵法师的记忆。嵌入神器后，使用者的死亡缠绕将获得强化。
gem.DeathCoilSummon Gem.name	Gems	Death Coil Gem		死亡缠绕宝石
gem.DeathNova Gem.affix	Gems	Death Nova		死亡新星
gem.DeathNova Gem.description	Gems	A sparkling gem that holds the memories of an old Necromancer. When embedded into an artifact, the user's Death Nova is improved.	一颗闪耀的宝石，封存着一位昔日 Necromancer 的记忆。嵌入神器后，使用者的 Death Nova 将获得强化。	一颗闪耀的宝石，封存着一位昔日死灵法师的记忆。嵌入神器后，使用者的死亡新星将获得强化。
gem.DeathNova Gem.name	Gems	Death Nova Gem		死亡新星宝石
gem.DeathSpiral Gem.affix	Gems	Death Spiral		死亡螺旋
gem.DeathSpiral Gem.description	Gems	A sparkling gem that holds the memories of an old Necromancer. When embedded into an artifact, the user's Death Spiral is improved.	一颗闪耀的宝石，封存着一位昔日 Necromancer 的记忆。嵌入神器后，使用者的 Death Spiral 将获得强化。	一颗闪耀的宝石，封存着一位昔日死灵法师的记忆。嵌入神器后，使用者的死亡螺旋将获得强化。
gem.DeathSpiral Gem.name	Gems	Death Spiral Gem		死亡螺旋宝石
gem.DefMult Gem.affix	Gems	Bastion		堡垒
gem.DefMult Gem.description	Gems	An ancient gem that radiates the essence of a legendary being. When embedded into an artifact the user gains sturdier defenses.	一颗古老的宝石，散发着传奇存在的精粹。嵌入神器后，使用者将获得更坚固的防御。	一颗古老的宝石，散发着传奇存在的精粹。嵌入神器后，使用者将获得更坚固的防御。
gem.DefMult Gem.name	Gems	Bastion Gem		堡垒宝石
gem.Detector Gem.affix	Gems	Seer		先知
gem.Detector Gem.description	Gems	An ancient gem that radiates the essence of a legendary being. When embedded into an artifact the user senses hidden foes nearby.	一颗古老的宝石，散发着传奇存在的精粹。嵌入神器后，使用者将能感知附近隐藏的敌人。	一颗古老的宝石，散发着传奇存在的精粹。嵌入神器后，使用者将能感知附近隐藏的敌人。
gem.Detector Gem.name	Gems	Seer Gem		先知宝石
gem.DivinePunishment Gem.affix	Gems	Divine Punishment		神罚
gem.DivinePunishment Gem.description	Gems	A sparkling gem that holds the memories of an old Paladin. When embedded into an artifact, the user's Divine Punishment is improved.	一颗闪耀的宝石，封存着一位昔日 Paladin 的记忆。嵌入神器后，使用者的 Divine Punishment 将获得强化。	一颗闪耀的宝石，封存着一位昔日圣骑士的记忆。嵌入神器后，使用者的神罚将获得强化。
gem.DivinePunishment Gem.name	Gems	Divine Punishment Gem		神罚宝石
gem.DoubleAttack Gem.affix	Gems	Echo		回声
gem.DoubleAttack Gem.description	Gems	An ancient gem that radiates the essence of a legendary being. When embedded into an artifact the user strikes with extra hits.	一颗古老的宝石，散发着传奇存在的精粹。嵌入神器后，使用者攻击时将能额外命中。	一颗古老的宝石，散发着传奇存在的精粹。嵌入神器后，使用者攻击时将能额外命中。
gem.DoubleAttack Gem.name	Gems	Echo Gem		回声宝石
gem.Earth Gem.affix	Gems	Earth		大地
gem.Earth Gem.description	Gems	An ancient gem that radiates the essence of a legendary being. When embedded into an artifact the user channels stronger earth damage.	一颗古老的宝石，散发着传奇存在的精粹。嵌入神器后，使用者将能引导出更强的大地伤害。	一颗古老的宝石，散发着传奇存在的精粹。嵌入神器后，使用者将能引导出更强的大地伤害。
